0,1,2,3
1,wash_glass_2,"{'user': 'Human', 'text': 'Do you know what to do next?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'You mean the same table that I picked it up from?', 'intent': 'Ask_about_location'}"
1,using_microwave_2,"{'user': 'Human', 'text': ""You've done fine Zara! I am glad this went smoothly! Good bye!"", 'intent': 'Extend_goodbyes'}","{'user': 'Alien', 'text': 'Where is the power buttom?', 'intent': 'Ask_about_location'}"
1,wash_glass_2,"{'user': 'Alien', 'text': 'OK, I put the glass in the sink. What should I do next to rinse it?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Keep the glass on the table so we can have our drink.', 'intent': 'Inform_action'}"
1,watch_tv_1,"{'user': 'Human', 'text': 'Want to watch Some TV?', 'intent': 'Ask_get_started'}","{'user': 'Alien', 'text': ' Whats next?', 'intent': 'Ask_next_step'}"
1,using_stove_0,"{'user': 'Human', 'text': 'Yes, that is correct.', 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'Is this a glass?', 'intent': 'Ask_about_object'}"
1,read_book_2,"{'user': 'Human', 'text': 'Yes right there is a great place for the book.', 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'Okay! It was good to see you ', 'intent': 'Extend_goodbyes'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'Great, now put it on the place where you get it from', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Okay Michael', 'intent': 'Inform_understanding'}"
1,using_computer_0,"{'user': 'Alien', 'text': 'Yes, I will press the ""ON"" button.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'You can put the mouse back down on the table.', 'intent': 'Inform_next_step'}"
1,read_book_0,"{'user': 'Human', 'text': 'You can put the second book, in your left hand, next to the first on the table.', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': '""Now that I have the pot, what would you like me to do with it?""', 'intent': 'Ask_guidence'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'Where is the bread?', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': 'This is the process of baking bread. The oven helps the dough rise and gives it a nice texture.', 'intent': 'Casual_response'}"
1,watch_tv_2,"{'user': 'Alien', 'text': ""I can't get through the door"", 'intent': 'Explain_confused'}","{'user': 'Alien', 'text': 'Yes I would', 'intent': 'Yes-no_positive'}"
1,using_oven_1,"{'user': 'Human', 'text': 'Do you know what to do now that you have the bread?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'Is there anything else to do now?', 'intent': 'Ask_next_step'}"
1,watch_tv_3,"{'user': 'Alien', 'text': 'Is this the TV?', 'intent': 'Ask_about_object'}","{'user': 'Alien', 'text': 'No, this is boring.', 'intent': 'Inform_condition'}"
1,using_oven_3,"{'user': 'Alien', 'text': 'Is this the right counter?', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': 'Yeah, just like that.', 'intent': 'Yes-no_positive'}"
1,read_book_1,"{'user': 'Alien', 'text': 'This one?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': ""I'm glad to hear! I hope you find these books just as relaxing to read as I did"", 'intent': 'Casual_response'}"
1,read_book_2,"{'user': 'Human', 'text': 'Can you put the book down next to the TV', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'What do I drink it in?', 'intent': 'Ask_next_step'}"
1,read_book_1,"{'user': 'Human', 'text': ""Bring them over to the desk. It's a great place to sit down and read"", 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'What should I do with this one?', 'intent': 'Ask_next_step'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'Will open it up now. ', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Put it in the middle of the table.', 'intent': 'Inform_location'}"
1,using_oven_3,"{'user': 'Human', 'text': 'yes indeed.', 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'here is the bread you haved ask for', 'intent': 'Casual_response'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'This is a nice kitchen, I really like it.', 'intent': 'Casual_observation'}","{'user': 'Human', 'text': '""Yes, this is the TV.""', 'intent': 'iInform_object'}"
1,using_stove_3,"{'user': 'Human', 'text': 'Yes, you are right.', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'The button is usually marked by a symbol of a circle with a line through the top.', 'intent': 'iInform_object'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Okay, what is next ', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Where is the dinning table ', 'intent': 'Ask_about_location'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'OH! Done.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""You've done fine Zara! I am glad this went smoothly! Good bye!"", 'intent': 'Extend_goodbyes'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'It does not look like the microwave is on.', 'intent': 'Inform_observation'}","{'user': 'Human', 'text': 'Now that we are all done with the microwave we will close it.', 'intent': 'Inform_next_step'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'Would you like to have a drink?', 'intent': 'Casual_question'}","{'user': 'Human', 'text': 'Ok, do you know which object the glass is on the tabel?', 'intent': 'Ask_know_object'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Let me sit down now', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Yes that is the mouse good job', 'intent': 'Yes-no_positive'}"
1,watch_tv_1,"{'user': 'Alien', 'text': 'Ok.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'You can pick something to watch on the tv', 'intent': 'Inform_action'}"
1,read_book_2,"{'user': 'Human', 'text': 'You can go over to the desk to read the books!', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'Okay I will! Did you read this one too?', 'intent': 'Inform_understanding'}"
1,using_stove_0,"{'user': 'Human', 'text': 'Now you can grab that pot and take it off the stove', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Hi Michael.', 'intent': 'Extend_greetings'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'Ok, do you know which object the glass is on the tabel?', 'intent': 'Ask_know_object'}","{'user': 'Alien', 'text': 'When am I supposed to turn off the tap? ', 'intent': 'Ask_about_action'}"
1,using_microwave_3,"{'user': 'Human', 'text': '""You can now go ahead and cook the salmon.""', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': '""Should I shut the microwave after I am finished cooking?""', 'intent': 'Ask_about_action'}"
1,using_oven_3,"{'user': 'Alien', 'text': 'Yeah that sounds good!', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'Now then, put the bread in the oven, carefully', 'intent': 'Inform_action'}"
1,using_computer_3,"{'user': 'Alien', 'text': 'Oh. I see.', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Thanks.', 'intent': 'Casual_response'}"
1,using_microwave_3,"{'user': 'Alien', 'text': ""Okay I'll put it in the microwave!"", 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Okay 3 minutes!', 'intent': 'Inform_understanding'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'Hey Zara, how are you doing today?', 'intent': 'Extend_greetings'}","{'user': 'Human', 'text': 'Now you are going to want to use the microwave to cook the Salmon.', 'intent': 'Inform_next_step'}"
1,read_book_1,"{'user': 'Alien', 'text': 'Okay, I picked up the first one', 'intent': 'Inform_condition'}","{'user': 'Alien', 'text': 'Do you usually sit here and read?', 'intent': 'Casual_question'}"
1,using_oven_0,"{'user': 'Human', 'text': 'Okay, that sounds good.', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'The oven door has been left open.', 'intent': 'Inform_other'}"
1,using_oven_1,"{'user': 'Human', 'text': ""Yes that's all we have to do and also make sure to keep an eye on the bread so that it doesn't get burnt"", 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Okay', 'intent': 'Yes-no_positive'}"
1,read_book_2,"{'user': 'Human', 'text': 'Now put the other one next to it', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'But these are dirty', 'intent': 'Inform_confused'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'Now you need to wait for 3 minutes until you hear the beap from the microwave.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Okay got it!', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'Got it.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Let's move toward the plates to we can serve the salmon."", 'intent': 'Inform_next_step'}"
1,using_computer_1,"{'user': 'Human', 'text': 'Now use the mouse to move the cursor around on the screen!', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok I am turning off the computer', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'It does not look like the microwave is on.', 'intent': 'Inform_observation'}","{'user': 'Human', 'text': 'Now that we are all done with the microwave we will close it.', 'intent': 'Inform_next_step'}"
1,using_computer_3,"{'user': 'Alien', 'text': 'Ok.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Right here.', 'intent': 'Inform_location'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Thank you so much!', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Do you need help carrying the books?', 'intent': 'Ask_want_help'}"
1,using_stove_0,"{'user': 'Human', 'text': 'Do you know what you are standing in front of?', 'intent': 'Ask_know_object'}","{'user': 'Alien', 'text': 'What should I do next?', 'intent': 'Ask_next_step'}"
1,using_microwave_3,"{'user': 'Human', 'text': ""Yes that's right!"", 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'Yes, I am going to the kitchen worktable. ', 'intent': 'Yes-no_positive'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'Yes Michael, I will place the salmon on the table.', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Understood', 'intent': 'Inform_understanding'}"
1,using_oven_2,"{'user': 'Human', 'text': 'The timer has gone off, so open the oven door', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'The plates are at the end of the counter', 'intent': 'Inform_location'}"
1,watch_tv_1,"{'user': 'Human', 'text': 'Okay now you can go sit down', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Oh ok. How?', 'intent': 'Ask_about_action'}"
1,using_stove_2,"{'user': 'Human', 'text': 'Hey Zara!', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'Can you help me Michael?', 'intent': 'Ask_guidence'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'How do you like my apartment?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'You mean this one over here?', 'intent': 'Ask_about_object'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'Okay I will put the glass in the sink', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'What should I do now?', 'intent': 'Ask_next_step'}"
1,using_stove_0,"{'user': 'Alien', 'text': 'What should I do now?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Goodbye!', 'intent': 'Extend_goodbyes'}"
1,wash_glass_2,"{'user': 'Human', 'text': 'Bring the glass over to the sink so that we can rinse it.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Sure! You can use that table.', 'intent': 'Casual_response'}"
1,wash_glass_2,"{'user': 'Alien', 'text': 'Oh ok. Got it.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Now turn on the tap', 'intent': 'Inform_action'}"
1,wash_glass_2,"{'user': 'Human', 'text': 'They are on the table.', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'Ok. Sounds good!', 'intent': 'Casual_response'}"
1,wash_glass_3,"{'user': 'Alien', 'text': 'But what about the glass?', 'intent': 'Display_confusion'}","{'user': 'Human', 'text': ""Okay let's make some food. Do you want to learn how to bake bread?"", 'intent': 'Casual_question'}"
1,wash_glass_0,"{'user': 'Alien', 'text': 'Where is the handle for the sink?', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': 'Now, take the glass back to the table.', 'intent': 'Inform_next_step'}"
1,using_oven_3,"{'user': 'Alien', 'text': 'Should I put the bread on this plate?', 'intent': 'Ask_about_action'}","{'user': 'Alien', 'text': 'Oh cool looks very interesting', 'intent': 'Inform_understanding'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'What now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Have you learned how to use an oven?', 'intent': 'Casual_question'}"
1,read_book_1,"{'user': 'Alien', 'text': 'Ok I will read this one now. Thanks for being so understanding!', 'intent': 'Inform_get_started'}","{'user': 'Human', 'text': 'We are going to have to move to the microwave.', 'intent': 'Inform_action'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Oh hi! ', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'I have reached living room', 'intent': 'Inform_understanding'}"
1,watch_tv_3,"{'user': 'Human', 'text': 'I hear that there is an exciting soccer match going on right now', 'intent': 'Casual_response'}","{'user': 'Alien', 'text': 'Definitely!', 'intent': 'Casual_response'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'The salmon is on top of the microwave.', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'Okay, does that mean I should close the door?', 'intent': 'Ask_next_step'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Turn off the computer so we can go.', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'Can you grab the other book up there?', 'intent': 'Inform_action'}"
1,using_stove_3,"{'user': 'Human', 'text': 'Take the pot off the stove and then place it on the table', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Okay, we can have something to drink.', 'intent': 'Casual_response'}"
1,using_oven_2,"{'user': 'Alien', 'text': 'Understood', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Remove the bread and put it on a plate', 'intent': 'Inform_action'}"
1,using_oven_2,"{'user': 'Human', 'text': ""Yes! That's it you've found a plate."", 'intent': 'Inform_other'}","{'user': 'Alien', 'text': ""I'm ready when you are."", 'intent': 'Inform_get_started'}"
1,read_book_2,"{'user': 'Human', 'text': 'Yes, I said you should pick up the books on the shelf', 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'What would be a good place to sit and read?', 'intent': 'Ask_about_location'}"
1,using_microwave_1,"{'user': 'Human', 'text': 'Now you have to open up the microwave door, do you know how to do that Zara?', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'Next we have to pick how long we want to microwave for', 'intent': 'Inform_next_step'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'Now what do I have to do?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Now go back to the counter ', 'intent': 'Inform_action'}"
1,using_oven_3,"{'user': 'Alien', 'text': 'Is this the bread?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': 'Close the lid so it heats up, then just wait.', 'intent': 'Inform_next_step'}"
1,using_microwave_0,"{'user': 'Alien', 'text': ""Alright, I'm going to place the salmon in the microwave."", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Yes.', 'intent': 'Yes-no_positive'}"
1,using_oven_1,"{'user': 'Human', 'text': ""Okay let's make some food. Do you want to learn how to bake bread?"", 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'Do you want me to come back to the oven?', 'intent': 'Ask_about_location'}"
1,using_computer_1,"{'user': 'Alien', 'text': 'Hmm.', 'intent': 'Display_confusion'}","{'user': 'Human', 'text': 'Perfect!', 'intent': 'Inform_other'}"
1,using_computer_1,"{'user': 'Alien', 'text': '""Okay.""', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': '""I understand. I am placing the mouse back on the table.""', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'Place the glass in the sink.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Okay, sounds good', 'intent': 'Inform_understanding'}"
1,watch_tv_3,"{'user': 'Alien', 'text': 'What do we do next?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'You should put a pot on top of it.', 'intent': 'Inform_next_step'}"
1,watch_tv_3,"{'user': 'Alien', 'text': 'I am sitting on the couch watching TV.', 'intent': 'Inform_condition'}","{'user': 'Alien', 'text': 'Okay.', 'intent': 'Inform_understanding'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'Is this the dining table? ', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': 'First, you need to grab a glass to wash', 'intent': 'Inform_next_step'}"
1,using_oven_1,"{'user': 'Human', 'text': ""Be careful it's hot"", 'intent': 'Inform_other'}","{'user': 'Alien', 'text': 'Okay', 'intent': 'Inform_understanding'}"
1,using_computer_0,"{'user': 'Human', 'text': 'Do you know where the computer is?', 'intent': 'Ask_sure_about_location'}","{'user': 'Alien', 'text': 'I am confused. What should I do now?', 'intent': 'Inform_confused'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'bread Cant be found at current location.', 'intent': 'Explain_confused'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Where is the dinning table ', 'intent': 'Ask_about_location'}","{'user': 'Alien', 'text': 'i can open it like a dishwasher?', 'intent': 'Ask_about_object'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Come back here and help me decide what else to eat', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'What now?', 'intent': 'Ask_next_step'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Ok the pasta is done turn off the stove by turning the second knob', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok, thank you', 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'Sure, I will grab this one right here. ', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Should I grab the train next?', 'intent': 'Ask_about_object'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'How do I start the Microwave?', 'intent': 'Ask_about_object'}","{'user': 'Alien', 'text': 'Oh okay! Thanks', 'intent': 'Casual_response'}"
1,read_book_3,"{'user': 'Alien', 'text': ""Oh yeah I read the entire book just by looking at it. It's a skill my people have."", 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': ""Great, let's head outside now!"", 'intent': 'Inform_location'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': ""Nice, there's still one more. Let's go get it."", 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Sure, we could do that.', 'intent': 'Yes-no_positive'}"
1,bedroom_cabinet_1,"{'user': 'Alien', 'text': 'Sure', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'No, we still have more toys to clean up', 'intent': 'Inform_next_step'}"
1,watch_tv_1,"{'user': 'Human', 'text': 'Are you lost? ', 'intent': 'Ask_okay'}","{'user': 'Human', 'text': 'Do you know the task?', 'intent': 'Ask_know_action'}"
1,wash_glass_2,"{'user': 'Alien', 'text': 'Nothing in particular. Which one is your favorite?', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Yes, the toy bug with the red body and yellow wings directly in front of you.', 'intent': 'Inform_object'}"
1,wash_glass_2,"{'user': 'Human', 'text': 'We now have to turn on the water.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Yes, you can take it out.', 'intent': 'Inform_action'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'Pick up the glass', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Is this the sink?', 'intent': 'Ask_about_location'}"
1,using_stove_3,"{'user': 'Human', 'text': 'Now do you remember where the pot was earlier?', 'intent': 'Ask_know_location'}","{'user': 'Human', 'text': ""Yes Zara let's go there now"", 'intent': 'Yes-no_positive'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'Are you ready for your next lesson?', 'intent': 'Ask_take_next_step'}","{'user': 'Human', 'text': ""That's right. Bring it back over here."", 'intent': 'iInform_object'}"
1,using_microwave_0,"{'user': 'Human', 'text': 'Do you know where the table is?', 'intent': 'Ask_know_location'}","{'user': 'Alien', 'text': 'Yeah I have a firm understanding on how to operate a microwave. Thank you.', 'intent': 'Casual_response'}"
1,wash_glass_0,"{'user': 'Alien', 'text': 'Alright', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Thank you very much', 'intent': 'Casual_response'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Place the toy in the cupboard like last time.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Oh, okay.', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Human', 'text': ""Yeah, that's the TV."", 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': ""Let's head back to the kitchen. Go back to the TV to turn it off."", 'intent': 'Inform_next_step'}"
1,wash_glass_0,"{'user': 'Alien', 'text': 'Oh, alright.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Yup, great job!', 'intent': 'Yes-no_positive'}"
1,bedroom_cabinet_1,"{'user': 'Alien', 'text': 'Ok, got it.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Awesome, give it a shot!', 'intent': 'Casual_response'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'Yup, great job!', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'Well, I guess I could show you what that ""toaster oven"" you saw in my office can do.', 'intent': 'Inform_next_step'}"
1,bedroom_cabinet_2,"{'user': 'Alien', 'text': 'Is this the toy train you are talking about?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': ""Let's get the other toy from the shelf."", 'intent': 'Inform_next_step'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'Put the glass in the sink', 'intent': 'Inform_action'}","{'user': 'Human', 'text': ""Over here, it's in the fridge"", 'intent': 'Inform_location'}"
1,read_book_1,"{'user': 'Human', 'text': 'Now pick up the second book', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Yes', 'intent': 'Yes-no_positive'}"
1,using_computer_3,"{'user': 'Alien', 'text': 'Like this?', 'intent': 'Ask_about_action'}","{'user': 'Alien', 'text': 'Thanks.', 'intent': 'Casual_response'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'Zara, that is the sink, that is used to wash things like glasses', 'intent': 'Inform_location'}","{'user': 'Human', 'text': 'Good job Zara! Now pick and choose a channel you want to watch', 'intent': 'Inform_next_step'}"
1,using_computer_1,"{'user': 'Human', 'text': ""Okay, now do you know what's next?"", 'intent': 'Ask_know_next_step'}","{'user': 'Human', 'text': 'After picking up the glass, bring it back to the sink.', 'intent': 'Inform_next_step'}"
1,using_microwave_2,"{'user': 'Human', 'text': 'You want to press this button here to heat up the Salmon', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Oh okay, I'll be careful"", 'intent': 'Casual_response'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Yes, please do that.', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'A pot is a container with a lid that can hold food inside it.', 'intent': 'Inform_object'}"
1,using_stove_2,"{'user': 'Human', 'text': ""Zara are you sure you that's the cooking pot?"", 'intent': 'Ask_sure_about_object'}","{'user': 'Alien', 'text': 'I know that the stove is right there, I just need to take the pot there.', 'intent': 'Inform_understanding'}"
1,wash_glass_3,"{'user': 'Alien', 'text': ""No, I don't know what should I do next."", 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Yes', 'intent': 'Inform_understanding'}"
1,watch_tv_1,"{'user': 'Human', 'text': 'Good', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'You know what to do next?', 'intent': 'Ask_know_next_step'}"
1,read_book_1,"{'user': 'Alien', 'text': 'Yes, I want to read it on that chair over there', 'intent': 'Inform_condition'}","{'user': 'Human', 'text': 'Sure thing, how about you place the books down on this table here with the T.V. on it', 'intent': 'Inform_next_step'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Hi Michael', 'intent': 'Extend_greetings'}"
1,bedroom_cabinet_2,"{'user': 'Alien', 'text': 'Oh okay', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Now what?', 'intent': 'Ask_next_step'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'Have a seat on the couch, you can see it well from there.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'The TV is now off', 'intent': 'Inform_observation'}"
1,watch_tv_3,"{'user': 'Human', 'text': '""Hello, Zara.""', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'Okay.', 'intent': 'Inform_understanding'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'This is a toaster. You use it to make toast.', 'intent': 'iInform_object'}","{'user': 'Alien', 'text': 'Wow, this is very colorful', 'intent': 'Inform_observation'}"
