1,bathroom_cabinet_3,"{'user': 'Alien', 'text': 'Okay coming ', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}"
0,bathroom_cabinet_3,"{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Now you have to open the cupboard', 'intent': 'Inform_action'}"
1,bathroom_cabinet_3,"{'user': 'Human', 'text': 'Now you have to open the cupboard', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
0,bathroom_cabinet_3,"{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}"
1,bathroom_cabinet_3,"{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Pick up the towels', 'intent': 'Inform_action'}"
0,bathroom_cabinet_3,"{'user': 'Human', 'text': 'Pick up the towels', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Where are they ', 'intent': 'Ask_about_location'}"
0,bathroom_cabinet_3,"{'user': 'Alien', 'text': 'Where are they ', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': 'They are on the countertop ', 'intent': 'Inform_location'}"
0,bathroom_cabinet_3,"{'user': 'Human', 'text': 'They are on the countertop ', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'Okay', 'intent': 'Inform_understanding'}"
1,bathroom_cabinet_3,"{'user': 'Alien', 'text': 'Okay', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}"
0,bathroom_cabinet_3,"{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Put them in the cupboard', 'intent': 'Inform_action'}"
1,bathroom_cabinet_3,"{'user': 'Human', 'text': 'Put them in the cupboard', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Which cupboard ', 'intent': 'Ask_about_location'}"
0,bathroom_cabinet_3,"{'user': 'Alien', 'text': 'Which cupboard ', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': 'The middle one ', 'intent': 'Inform_action'}"
1,bathroom_cabinet_3,"{'user': 'Human', 'text': 'The middle one ', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
0,bathroom_cabinet_3,"{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}"
